valid;Zhao J., Virani S., Sriplung H.;57194329094,37063870900,6701809156,;Spatiotemporal mapping of cervical cancer incidence highlights need for targeted prevention in Songkhla province, Thailand;2017,Health Policy and Planning;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019719980&doi=10.1093%2fheapol%2fczw145&partnerID=40&md5=04a9d930f7bad3016f920397bd0ff10a;Background: The national cervical cancer screening program in Thailand has been successful in reducing overall burden from this disease. However, evaluation on spatial and temporal scales is needed to assess the efficacy of this program in smaller regions. Here, we geographically assess incidence in a province with a uniquely heterogeneous distribution of lifestyle factors associated with religiosity. Methods: Cervical cancer cases were extracted from the provincial cancer registry from 1989 to 2013. Age-adjusted incidence rates were calculated using population statistics from the census bureau and adjusted to the Segi world standard population. Bayesian hierarchical modelling was employed to spatiotemporally map cervical cancer incidence trends in Songkhla province in 5-year period. Results: Overall, the incidence of cervical cancer decreased in Songkhla province. The three districts with a Muslim population of greater than 70% had consistently lower cervical cancer rates from 1989 to 2013 compared with the rest of the predominantly Buddhist districts. Hotspots of incidence were identified in Sadao, Hat Yai and the juncture ofMueang Songkhla and Singhanakhon in each 5-year period. Conclusions: Distinct cervical cancer incidence trends by religion over time indicate differences in sexual habits, lifestyle and religion-associated culture between Muslims and Buddhists, and suggest divergent risk factor profiles for these groups. The high incidence rates in Sadao and Hat Yai is likely explained by the main road to Malaysia, which runs across these two areas and has frequent commercial sex trade. Female sex workers should be targeted as a vulnerable population for screening efforts to address this continuing burden of cervical cancer. © The Author 2016.;Cancer, Cervical screening, Mapping, Prevention, Thailand, Vulnerable populations;;;;;;
valid;Zayeri F., Sheidaei A., Mansouri A.;55886194100,56071455800,57202396469,;Clustering asian and north african countries according to trend of colon and rectum cancer mortality rates: An application of growth mixture models;2015,Asian Pacific Journal of Cancer Prevention;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930176666&doi=10.7314%2fAPJCP.2015.16.9.4115&partnerID=40&md5=51086f6abfd5905a15d0d24416292525;Background: Colorectal cancer is the second most common cause of cancer death with half a million deaths per year. Incidence and mortality rates have demonstrated notable changes in Asian and African countries during the last few decades. In this study, we first aimed to determine the trend of colorectal cancer mortality rate in each Institute for Health Metrics and Evaluation (IHME) region, and then re-classify them to find more homogenous classes. Materials and Methods: Our study population consisted of 52 countries of Asia and North Africa in six IHME pre-defined regions for both genders and age-standardized groups from 1990 to 2010.We first applied simple growth models for pre-defined IHME regions to estimate the intercepts and slopes of mortality rate trends. Then, we clustered the 52 described countries using the latent growth mixture modeling approach for classifying them based on their colorectal mortality rates over time. Results: Statistical analysis revealed that males and people in high income Asia pacific and East Asia countries were at greater risk of death from colon and rectum cancer. In addition, South Asia region had the lowest rates of mortality due to this cancer. Simple growth modeling showed that majority of IHME regions had decreasing trend in mortality rate of colorectal cancer. However, re-classification these countries based on their mortality trend using the latent growth mixture model resulted in more homogeneous classes according to colorectal mortality trend. Conclusions: In general, our statistical analyses showed that most Asian and North African countries had upward trend in their colorectal cancer mortality. We therefore urge the health policy makers in these countries to evaluate the causes of growing mortality and study the interventional programs of successful countries in managing the consequences of this cancer.;Asia and North Africa, Colorectal cancer, Growth mixture model, Mortality rate;;;;;;
valid;Yavari P., Abadi A., Amanpour F., Bajdik C.;13604860400,16232565100,55376026800,6603783896,;Applying conventional and saturated generalized gamma distributions in parametric survival analysis of breast cancer;2012,Asian Pacific Journal of Cancer Prevention;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872680027&doi=10.7314%2fAPJCP.2012.13.5.1829&partnerID=40&md5=d854eac033ce0dea5e993f46103a51e7;Background: The generalized gamma distribution statistics constitute an extensive family that contains nearly all of the most commonly used distributions including the exponential, Weibull and log normal. A saturated version of the model allows covariates having effects through all the parameters of survival time distribution. Accelerated failure-time models assume that only one parameter of the distribution depends on the covariates. Methods: We fitted both the conventional GG model and the saturated form for each of its members including the Weibull and lognormal distribution, and compared them using likelihood ratios. To compare the selected parameter distribution with log logistic distribution which is a famous distribution in survival analysis that is not included in generalized gamma family, we used the Akaike information criterion (AIC, r=l(b)-2p). All models were fitted using data for 369 women age 50 years or more, diagnosed with stage IV breast cancer in BC during 1990-1999 and followed to 2010. Results: In both conventional and saturated parametric models, the lognormal was the best candidate among the GG family members, also, the lognormal fitted better than log-logistic distribution. By the conventional GG model, the variables surgery; radiotherapy;;;;article, breast tumor, cancer staging, female, human, middle aged, mortality, multimodality cancer therapy, pathology, prognosis, statistical distribution, statistical model, survival, Breast Neoplasms, Combined Modality Therapy, Female, Humans, Middle Aged, Models, Statistical, Neoplasm Staging, Prognosis, Statistical Distributions, Survival Analysis;22901130;Article,,Scopus,2-s2.0-84872680027
valid;Yasmeen F., Hyndman R.J., Erbas B.;36115920700,7006914313,57194821523,;Forecasting age-related changes in breast cancer mortality among white and black US women: A functional data approach;2010,Cancer Epidemiology;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957245876&doi=10.1016%2fj.canep.2010.05.001&partnerID=40&md5=cdbd2705e8f1c1a17eeb3064bb14e918;Background: The disparity in breast cancer mortality rates among white and black US women is widening, with higher mortality rates among black women. We apply functional time series models on age-specific breast cancer mortality rates for each group of women, and forecast their mortality curves using exponential smoothing state-space models with damping. Materials and Methods: The data were obtained from the Surveillance, Epidemiology and End Results (SEER) program of the US [1]. Mortality data were obtained from the National Centre for Health Statistics (NCHS) available on the SEER*Stat database. We use annual unadjusted breast cancer mortality rates from 1969 to 2004 in 5-year age groups (45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84). Age-specific mortality curves were obtained using nonparametric smoothing methods. The curves are then decomposed using functional principal components and we fit functional time series models with four basis functions for each population separately. The curves from each population are forecast and prediction intervals are calculated. Results: Twenty-year forecasts indicate an overall decline in future breast cancer mortality rates for both groups of women. This decline appears to be steeper among white women aged 55-73 and black women aged 60-84. For black women under 55 years of age, the forecast rates are relatively stable indicating there is no significant change in future breast cancer mortality rates among young black women in the next 20 years. Conclusion: White women have smooth and consistent patterns in breast cancer mortality rates for all age-groups whereas the mortality rates for black women are much more variable. The projections suggest, for some age groups, black American women may not benefit equally from the overall decline in breast cancer mortality in the United States. © 2010 Elsevier Ltd.;Breast cancer mortality, Forecasting, Functional data analysis, Racial and ethnic disparities, Screening, Trends;;;;;;
valid;Xu Z., Hertzberg V.S.;55554467600,7003393596,;Bayesian area-age-period-cohort model with carcinogenesis age effects in estimating cancer mortality;2013,Cancer Epidemiology;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884166386&doi=10.1016%2fj.canep.2013.07.002&partnerID=40&md5=b3eb04b317798c3d0ff1a4eb743cab5b;Objective: Area-age-period-cohort (AAPC) model has been widely used in studying the spatial and temporal pattern of disease incidence and mortality rates. However, lack of biological plausibility and ease of interpretability on temporal components especially for age effects are generally the weakness of AAPC models. We develop a Bayesian AAPC model where carcinogenesis age effect is incorporated to explain age effects from the underlying disease process. An autoregressive prior structure and an arbitrary linear constraint are used to solve the nonidentifiability issues. Methods: Two multistage carcinogenesis models are employed to derive the hazard functions to substitute the age effects in the AAPC models. The Iowa county-wide lung cancer mortality data are used for the model fitting and Deviance Information Criteria (DIC) is used for model comparison. Results: Our study shows that conventional AAPC model (DIC = 19,231.30), AAPC model with Armitage-Doll age effect (DIC = 19,233.00) and with two-stage clonal expansion (TSCE) age effect (DIC = 19,234.70) achieved the similar DIC values which indicated consistent model fitting among three models. The spatial pattern shows that the high spatial effects are clustered in the south of Iowa and also in largely populated areas. The lung cancer mortality rate is continuously declining by birth cohorts while increasing by the calendar period until 2000-2004. The age effects show an increasing pattern over time which can be easily explained by Armitage-Doll carcinogenesis model since we assume a log-linear relationship between age and hazard function. Conclusions: Our finding suggests that the proposed Bayesian AAPC model can be used to replace the conventional AAPC model without affecting model performance while providing a more biological sound approach from the underlining disease process. © 2013.;AAPC, Bayesian, Nonidentifiability, Prior, Spatial, Temporal;;;;;;
valid;Xia J., Trock B.J., Gulati R., Mallinger L., Cooperberg M.R., Carroll P.R., Carter H.B., Etzioni R.;55370448300,35392109800,22985032500,57201887278,6603446560,35393492100,35415434100,35394755900,;Overdetection of recurrence after radical prostatectomy: Estimates based on patient and tumor characteristics;2014,Clinical Cancer Research;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909639538&doi=10.1158%2f1078-0432.CCR-13-3366&partnerID=40&md5=fc7c17d04e7477c870f9528b225d88a5;Purpose: Prostate-specific antigen recurrence (PSA-R) after radical prostatectomy (RP) can occur years before metastasis. This study estimates the chance that an untreated PSA-R would not progress to clinical metastasis within the patient's lifetime, that is, that recurrence is overdetected. Experimental Design: Times from PSA-R to metastasis were estimated from patients with RP treated at Johns Hopkins University (Baltimore, MD)who did not receive salvage treatment (n = 441) at PSA-R. Times to other-cause death were based on U.S. life tables adjusted to reflect other-cause survival among RP cases in the Surveillance, Epidemiology, and End Results (SEER) registry. We used competing risks simulation to estimate lower bounds on the chance that other-cause death would precede clinical metastasis for patients with disease characteristics at diagnosis based on the Cancer of the Prostate Strategic Urologic Research Endeavor (CaPSURE) database ( n = 4,455). Results: Cumulative incidence of PSA-R in CaPSURE was 13.6% at 5 years and 19.9% at 10 years. The risk of other-cause death among patients with RP in SEER was 60% lower than the age-matched U.S. population. At least 9.1% of patients with PSA-R <5 years after RP and at least 15.6% of patients with PSA-R 5 to 10 years after RP were overdetected. At least 31.4% of patients over the age of 70 years at diagnosis, who recurred <10 years of diagnosis, were overdetected. Conclusions: This analysis indicates that PSA-R after RP may be overdetected, with risk depending on patient age and tumor characteristics. The potential for overdetection of recurrence confirms the need for approaches to determine whether and when to initiate salvage therapies. ©2014 AACR.;,prostate specific antigen, prostate specific antigen, adult, age distribution, aged, antigen expression, Article, cancer epidemiology, cancer incidence, cancer morphology, cancer mortality, cancer prognosis, cancer recurrence, cancer registry, cancer staging, cancer survival, cause of death, cohort analysis, controlled study, data analysis, data base, diagnostic error, diagnostic test accuracy study, early diagnosis, human, major clinical study, male, metastasis, patient monitoring, postoperative care, postoperative period, prostate cancer, prostatectomy, recurrence free survival, recurrence risk, salvage therapy, statistical model, United States, factual database, incidence, metastasis, middle aged, mortality, prostatectomy, Prostatic Neoplasms, tumor recurrence, very elderly, young adult, Adult, Aged, Aged, 80 and over, Cause of Death, Databases, Factual, Humans, Incidence, Male, Middle Aged, Models, Statistical, Mortality, Neoplasm Metastasis, Neoplasm Recurrence, Local, Neoplasm Staging, Prostate-Specific Antigen, Prostatectomy, Prostatic Neoplasms, Salvage Therapy, SEER Program, Young Adult;;;;;;
valid;Worth A.J.;7005072144,;The walton report and its subsequent impact on cervical cancer screening programs in canada;1984,Obstetrics and Gynecology;;;;;;;A summary and discussion of some of the important and controversial recommendations in the original Walton report of 1976 on cervical cancer screening programs in Canada are presented. The reactions to the report in Canada are briefly outlined, particularly as related to the frequency of screening. The subsequent modifications in the recommendations by the reconvened task force of 1980, in response to the concerns of the profession and to newly available data, are highlighted. © 1984 by The American College of Obstetricians and Gynecologists.;,canada, diagnosis, epidemiology, female genital system, histology, human, major clinical study, mass screening, mortality, prevention, therapy, uterine cervix cancer, uterine cervix cytology, Adolescent, Adult, Canada, Carcinoma in Situ, Carcinoma, Squamous Cell, Cervix Neoplasms, Female, Human, Mass Screening, Middle Age, Risk, Vaginal Smears;;;;;;
valid;Woo P.P.S., Thach T.Q., Choy S.T.B., McGhee S.M., Leung G.M.;8426498200,6602850066,8599766000,7003288588,7007159841,;Modelling the impact of population-based cytologic screening on cervical cancer incidence and mortality in Hong Kong: An age-period-cohort approach;2005,British Journal of Cancer;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644564870&doi=10.1038%2fsj.bjc.6602805&partnerID=40&md5=d83b927aa6221b421c79718d26fad33c;Cervical cancer incidence and mortality statistics in Hong Kong during 1972-2001 were examined to estimate the potential number of cancer cases that can be averted and years of life saved after the launch of an organised, population-based cytologic screening recall programme in 2004 with projections to 2016. Incidence rates under the status quo of opportunistic screening were projected by an age-period-cohort model, using maximum likelihood and Bayesian methods. Modelled rates were translated into numbers of cancer cases and deaths using mid-year population figures and age-period-specific mortality to incidence ratios. We applied International Agency for Research on Cancer risk reduction estimates for different screening strategies to these base case figures to estimate the number of incident cancers potentially averted and years of life saved attributable to organised screening incremental to the current status quo. The estimated numbers of cases projected to be preventable by the maximum likelihood (Bayesian) approach from 2002 to 2016 were 4226 (4176), 3778 (3728) and 2334 (2287) with organised screening every 1, 3 and 5 years, compared to haphazard screening currently. Correspondingly, 33 000 (32 800), 29 500 (29 300) and 18 200 (17 900) years of life could potentially be saved. © 2005 Cancer Research UK.;Age-period-cohort, Bayesian methods, Cervical cancer, Hong Kong, Maximum likelihood estimation, Screening;;;;;;
valid;Wong I.O.L., Cowling B.J., Schooling C.M., Leung G.M.;7102513940,8644765500,12808565000,7007159841,;Age-period-cohort projections of breast cancer incidence in a rapidly transitioning Chinese population;2007,International Journal of Cancer;;;;;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548251450&doi=10.1002%2fijc.22731&partnerID=40&md5=0bcb011785e37d2c94d768957a821042;Breast cancer incidence should be assessed separately in different populations, as it differs substantially between Chinese and Caucasian women, and more generally in developing versus developed populations. Estimation of future trends is important for public health planning. On the basis of the recent breast cancer incidence trends, we projected future disease rates in the rapidly transitioning Chinese population of Hong Kong. We used local data on breast cancer incidence and mid-year population figures for the years 1974-2003. We fitted Poisson age-period-cohort models with autoregressive priors on the age, period and cohort effects, and used projections of these effects to forecast future incidence to 2018. We found that age-standardized breast cancer incidence would continue to rise by ?1.1% per annum over the next 15 years, from 45.9 cases in 1999-2003 to 54.3 per 100,000 (95% credible interval: 50.9, 58.4) in 2014-2018. Recent secular incidence increases can be attributed to both ageing and intergenerational effects beginning with the postwar baby boomers, whereas there is no evidence for important changes by time period. There does not appear to be differential cohort-related risk for pre- vs. postmenopausal disease. Unlike most other cancers, breast cancer risk in local women would continue to increase in the short to medium term, at a similar rate of increase compared with historical trends. This could most likely be attributed to Hong Kong's socioeconomic developmental history and continuing adoption of westernized lifestyle changes. © 2007 Wiley-Liss, Inc.;Breast cancer, Chinese, Determinants, Incidence, Projection;;;;;;
valid;Wohl P., Bednarik M., Wohl P., Halakucova P., Cervenka M., Spicak J.;14033508200,6701864193,7004172576,55946019400,24479371500,56262769900,;The comparison of different screening programs of colorectal carcinoma in Czech population by Markov computer model [Srovnani ruznych screeningovych programu kolorektalniho karcinomu v ceske populaci Markovovym pocitacovym modelem];2006,Ceska a Slovenska Gastroenterologie a Hepatologie;;;;;;Introduction: Czech republic has been taken a first place in colorectal cancer incidence in the whole world. It seems necessary to asses in details different screening programs aaccording to their influence on mortality and also its economy questions. Method: For assesment of different colorectal cancer screening programs a Markov's computer model was constructed. This model asesses their influence on mortality and joined financial expenses. The methods of screening in our model are: »one colonoscopy during the life«, and two colonoscopies (in 50 and 60 years of life) and fecal occult test. Results: This model was considered to 100 000 persons population would be involved into screening programs started in 50 years of age and followed-up to 85 years of age. If no program was not used then, according to that model, 100% (11 337 persons) would died. If one colonoscopy during the life (in 50 years of age) is done, then mortality would decreased to 66% (7335 persons), if two colonoscopies in the whole life would be done (the first in 50 and second in 60 years of age) than the highest decrease of mortality would be supposed to 57% (6521 persons). The highest number of polypectomies appeared in two colonoscopies during the life. Economically most expensive is the program of two colonoscopies during the life but the mortality rate decrease is highest. The least expensive is the only one colonoscopy during the life. Conclusion: In our flexible model for assessment of different screening programs for the discussed population the model of two colonoscopies after ten years is most effective to mortality rate but economically less favourable than one colonoscopy in the life or occult blood testing. According to our computer model a colonoscopy looks more advantageous method for colorectal cancer detection than occult blood testing.;Colonoscopy, Colorectal cancer, Markov's model, Polypectomy, Screening;article, blood examination, cancer diagnosis, cancer screening, colonoscopy, colorectal cancer, computer model, Czech Republic, follow up, health program, human, incidence, intermethod comparison, mortality, occult blood test, technique;;;;;;
